Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ??mho","Future, NA",Month
4/17/2013 04:00,,0.333,21280,154.51,0.5,0.148,6.37,1.574,20.2,33.2,6.2,415,,4
4/17/2013 12:00,,0.333,19960,147.94,0.483,0.146,6.4,2.03,21,34.9,6.34,430,,4
4/17/2013 20:00,,0.333,20020,161.06,0.489,0.144,6.35,1.735,21.3,35.8,6.47,434,,4
4/18/2013 04:00,,0.333,19300,161.5,0.485,0.149,6.33,1.624,21.4,36.5,6.38,441,,4
4/18/2013 12:00,,0.333,19300,164.91,0.47,0.135,6.28,1.423,21.5,37.4,6.43,452,,4
4/18/2013 20:00,,0.333,18500,138.22,0.428,0.136,6.23,1.798,22.9,39.2,6.47,468,,4
4/19/2013 04:00,,0.333,17780,108.28,0.369,0.099,6.11,1.61,23.9,41.5,6.71,490,,4
4/19/2013 12:00,,0.333,25160,143.57,0.38,0.098,6.09,1.752,25.5,43.5,6.48,510,,4
4/19/2013 20:00,,0.333,29190,166.5,0.397,0.102,5.9,1.844,25.5,42.6,6.32,505,,4
4/20/2013 04:00,,0.333,30590,409.91,0.627,0.078,5.46,2.163,20.9,35.1,6.13,445,,4
4/20/2013 12:00,,0.333,32140,367.36,0.632,0.112,5.33,2.139,19.1,32.9,6.37,422,,4
4/20/2013 20:00,,0.333,31360,321.63,0.621,0.107,4.87,2.063,18.2,30.1,6.2,399,,4
4/21/2013 04:00,,0.333,31580,299.5,0.595,0.11,4.32,1.803,17.5,27.8,6.33,380,,4
4/21/2013 12:00,,0.333,30870,262.39,0.549,0.104,4.05,1.954,17,27.8,6.18,373,,4
4/21/2013 20:00,,0.333,29470,244.84,0.539,0.104,4,1.744,16.9,27.7,6.21,374,,4
4/22/2013 04:00,,0.302,28770,222.58,0.522,0.108,3.96,1.642,16.3,26.9,6.15,370,,4
4/22/2013 10:30,,0.167,27300,195,0.529,0.118,4.12,1.785,16.5,27.5,6.29,371,,4
4/22/2013 12:00,,0.198,27060,205.39,0.51,0.121,4.25,1.729,16.8,28.2,6.01,380,,4
4/22/2013 20:00,,0.333,24170,195.44,0.506,0.125,4.35,1.679,16.8,28.7,6.08,386,,4
4/23/2013 04:00,,0.333,23200,175.26,0.49,0.134,4.53,1.701,17.1,29.8,6.19,389,,4
4/23/2013 12:00,,0.667,21700,157.14,0.456,0.134,4.7,1.612,17.5,31.2,6.37,395,,4
4/24/2013 12:00,,1,18600,112.42,0.373,0.112,4.96,1.572,19.2,35.6,6.23,429,,4
4/25/2013 12:00,,0.667,24980,124.17,0.307,0.071,6.86,1.752,21.8,39.4,6.25,500,,4
4/25/2013 20:00,,0.333,28350,149.56,0.363,0.069,6.57,1.787,19.3,35.9,6.61,465,,4
4/26/2013 04:00,,0.333,28630,131.25,0.349,0.081,5.96,1.6,19.9,36.3,6.4,460,,4
4/26/2013 12:00,,0.333,28840,149.9,0.368,0.069,5.71,1.791,19.8,36,6.29,455,,4
4/26/2013 20:00,,0.333,25520,148.57,0.382,0.083,5.51,1.782,20.3,36.6,6.09,458,,4
4/27/2013 04:00,,0.333,24730,151.77,0.39,0.082,5.31,1.849,20.2,36.6,6.1,456,,4
4/27/2013 12:00,,0.667,23620,137.29,0.375,0.093,5.01,1.577,19,35.3,6.08,444,,4
4/28/2013 12:00,,0.833,16300,110.33,0.351,0.09,5.14,1.633,19.5,36.8,5.91,452,,4
4/29/2013 04:00,,0.472,14780,97.909,0.324,0.082,5.79,2.04,20.9,39,5.96,479,,4
4/29/2013 10:40,,0.167,14900,87.254,0.29,0.061,6.22,1.493,21.8,40.7,6.12,493,,4
4/29/2013 12:00,,0.528,15100,94,0.391,0.096,6.29,1.323,21.6,40.8,5.85,493,,4
4/30/2013 12:00,,1,15700,75.3,0.245,0.076,6.47,1.273,22.8,43.5,5.84,518,,4
5/1/2013 12:00,,1,13950,71.5,0.234,0.088,5.91,1.228,24.9,45.3,5.88,528,,5
5/2/2013 12:00,,1,11500,60.3,0.204,0.077,5.52,1.304,24.3,46.7,5.46,537,,5
5/3/2013 12:00,,1,9309,66.1,0.198,0.073,5.34,1.205,26.5,51.3,5.43,567,,5
5/4/2013 12:00,,1,5890,38.3,0.156,0.068,5.16,1.081,27.4,53.4,5.21,573,,5
5/5/2013 12:00,,0.833,6210,42.1,0.16,0.064,4.91,1.097,26.1,50.5,5.35,556,,5
5/6/2013 04:00,,0.469,5354,37.8,0.147,0.051,4.73,1.052,26.5,51.8,5.03,557,,5
5/6/2013 10:30,,0.167,4958,49.9,0.166,0.041,4.66,1.308,27,54,5.11,565,,5
5/6/2013 12:00,,0.531,4922,28.205,0.138,0.066,4.55,1.051,26.6,52.7,5.1,560,,5
5/7/2013 12:00,,1,4000,60.606,0.161,0.041,4.21,1.172,27.6,55.4,4.32,577,,5
5/8/2013 12:00,,1,3546,27.245,0.123,0.031,4.02,1.27,28.2,55.2,4,580,,5
5/9/2013 12:00,,1,2880,29.239,0.125,0.022,3.47,1.077,29.1,56.7,2.9,587,,5
5/10/2013 12:00,,1,3150,33.997,0.116,0.009,2.92,1.64,29.5,57.9,1.05,554,,5
5/11/2013 12:00,,1,2704,25.96,0.104,0.003,2.67,1.454,30.3,59.3,0.26,571,,5
5/12/2013 12:00,,0.833,2760,29.484,0.097,0.004,2.59,1.418,31,59.8,-0.04,583,,5
5/13/2013 04:00,,0.465,1720,28.526,0.062,0.002,2.48,1.511,32.1,61.2,-0.01,565,,5
5/13/2013 10:20,,0.167,2060,24.716,0.093,0.013,2.48,1.617,32.9,62.5,-0.01,559,,5
5/13/2013 12:00,,0.535,2160,21.628,0.101,0.011,2.39,1.528,32.8,62,-0.03,560,,5
5/14/2013 12:00,,1,2264,39.083,0.114,0.011,2.48,1.304,33.6,65.2,0,569,,5
5/15/2013 12:00,,1,2318,18.494,0.088,0.01,2.24,1.323,33.5,63.8,-0.06,577,,5
5/16/2013 12:00,,1,1720,17.699,0.074,0.019,2.02,1.314,34,66.5,0.03,585,,5
5/17/2013 12:00,,1,1744,15.046,0.076,0.007,1.94,1.285,35.9,67.2,0.07,595,,5
5/18/2013 12:00,,1,1720,14.836,0.073,0.003,1.83,1.218,36.7,69.8,0.18,602,,5
5/19/2013 12:00,,0.833,1522,17.543,0.074,0.001,1.6,1.185,37,70.2,0.11,598,,5
5/20/2013 04:00,,0.472,1888,15.2,0.077,0,1.46,1.122,36.9,69.8,0.13,598,,5
5/20/2013 10:40,,0.167,2160,18.803,0.079,0.003,1.51,1.32,38.8,73.2,0.18,601,,5
5/20/2013 12:00,,0.528,2085,51.362,0.07,0.033,1.61,1.036,37.9,71.6,0.06,607,,5
5/21/2013 12:00,,1,1395,16.147,0.069,0.03,1.45,1.146,38.3,71.7,0.21,609,,5
5/22/2013 12:00,,1,1395,18.216,0.077,0.031,1.39,1.215,39.4,72,0.34,618,,5
5/23/2013 12:00,,1,1353,36.773,0.091,0.024,1.15,1.485,40.5,73.1,0.42,624,,5
5/24/2013 12:00,,1,1270,22.458,0.074,0.011,0.85,1.475,41.3,74.7,0.34,627,,5
5/25/2013 12:00,,1,1311,33.067,0.089,0.003,0.63,1.723,42.4,76.4,0.42,629,,5
5/26/2013 12:00,,0.833,1311,36.649,0.101,0.001,0.46,1.504,42.3,75.6,0.43,621,,5
5/27/2013 04:00,,0.465,1150,37.17,0.081,0.001,0.16,1.638,43.2,77.4,0.09,604,,5
5/27/2013 10:20,,0.167,1190,39.106,0.089,0.004,0.14,1.635,43.7,78.1,0.28,604,,5
5/27/2013 12:00,,0.535,1150,24.781,0.132,0.034,0.35,1.61,42.8,76.8,0.16,610,,5
5/28/2013 12:00,,1,2010,40.841,0.149,0.041,0.55,1.781,41.8,74.7,0.39,613,,5
5/29/2013 12:00,,1,2264,30.14,0.137,0.036,0.59,2.053,42.1,75.6,0.59,626,,5
5/30/2013 12:00,,1,3150,36.649,0.154,0.033,0.43,2.212,43.2,81,0.84,639,,5
5/31/2013 12:00,,1,3210,39.908,0.147,0.011,0.54,2.026,45.5,82.4,0.82,653,,5
6/1/2013 12:00,,0.667,3802,36.908,0.135,0.007,1.48,1.751,43.9,75.7,0.68,644,,6
6/1/2013 20:00,,0.333,8040,40.25,0.134,0.002,3.45,1.788,43.9,72.8,1.1,656,,6
6/2/2013 04:00,,0.333,22240,113.68,0.229,0.005,6.56,2.32,42.5,67.3,2.19,679,,6
6/2/2013 12:00,,0.333,30940,211.74,0.356,0.019,8.99,2.433,38.7,60.1,3.71,664,,6
6/2/2013 20:00,,0.333,29820,496.17,0.661,0.037,10.2,2.948,30.2,48.6,4.49,578,,6
6/3/2013 04:00,,0.302,27120,302.42,0.509,0.062,9.61,2.881,23.3,38.2,4.63,498,,6
6/3/2013 10:30,,0.167,23920,261.3,0.497,0.084,9.74,2.516,18.9,30.9,5.33,440,,6
6/3/2013 12:00,,0.198,23140,253.81,0.45,0.11,10.33,2.069,18.1,29.7,5.75,435,,6
6/3/2013 20:00,,0.333,19180,218.96,0.436,0.107,10.26,2.153,17.1,28,6.05,428,,6
6/4/2013 04:00,,0.333,16300,167.84,0.365,0.105,10.21,2.157,17.8,29.3,6.17,436,,6
6/4/2013 12:00,,0.333,14050,134.06,0.341,0.111,10.54,1.542,18.6,30.1,6.4,448,,6
6/4/2013 20:00,,0.333,12250,133.24,0.331,0.109,11.27,1.659,20.2,31.9,6.71,467,,6
6/5/2013 04:00,,0.333,11050,77.177,0.276,0.096,12.16,1.204,21.9,34,6.86,488,,6
6/5/2013 12:00,,0.333,9701,90.066,0.277,0.112,12.59,1.874,22.7,35.8,6.99,502,,6
6/5/2013 20:00,,0.333,8130,74.658,0.26,0.119,13.05,1.701,23,37.6,7.04,515,,6
6/6/2013 04:00,,0.333,6864,67.839,0.247,0.096,13.06,1.894,23.3,38.7,7.04,527,,6
6/6/2013 12:00,,0.667,6410,72.58,0.253,0.107,13.31,1.881,23.4,39.9,7.25,533,,6
6/7/2013 12:00,,1,4602,58.114,0.234,0.111,13.11,1.701,23.3,40.9,7.38,541,,6
6/8/2013 12:00,,1,3360,46.738,0.214,0.103,12.86,1.663,23.5,42.6,7.39,546,,6
6/9/2013 12:00,,0.833,3391,50.147,0.211,0.094,12.16,1.67,24.1,43.7,7.28,546,,6
6/10/2013 04:00,,0.469,2185,35.779,0.194,0.089,11.75,1.628,24.2,44.6,7.31,548,,6
6/10/2013 10:30,,0.167,2135,36.383,0.196,0.087,12.08,1.769,26.7,49.3,7.35,558,,6
6/10/2013 12:00,,0.531,2160,43.895,0.214,0.101,11.96,1.185,24.4,46.2,6.96,549,,6
6/11/2013 12:00,,1,2237,33.136,0.196,0.087,11.38,1.369,24.8,46.3,6.8,548,,6
6/12/2013 12:00,,0.833,1936,24.771,0.183,0.067,10.83,1.414,26.1,49.3,6.59,564,,6
6/13/2013 04:00,,0.5,2676,70.259,0.211,0.068,10.94,1.61,24.7,46.4,6.29,543,,6
6/13/2013 12:00,,0.333,7119,84.766,0.248,0.058,12.13,1.791,25.2,45.8,6.12,560,,6
6/13/2013 20:00,,0.333,9603,81.081,0.239,0.055,11.55,1.89,25.4,45.3,5.95,562,,6
6/14/2013 04:00,,0.333,10110,95.979,0.243,0.026,11.3,1.876,26.2,45.9,4.96,565,,6
6/14/2013 12:00,,0.333,12250,99.307,0.272,0.027,13.26,2.161,25.8,44,5.06,567,,6
6/14/2013 20:00,,0.333,12250,80.645,0.252,0.038,13.77,1.897,25,41.7,5.07,544,,6
6/15/2013 04:00,,0.333,10400,64.687,0.204,0.02,11.74,1.78,31,53.3,4.15,608,,6
6/15/2013 12:00,,0.333,8686,87.736,0.221,0.026,9.33,1.711,29.1,50.1,4.05,576,,6
6/15/2013 20:00,,0.333,7291,92.25,0.238,0.029,9.57,1.794,28.3,48.6,4.26,570,,6
6/16/2013 04:00,,0.333,6330,86.046,0.238,0.05,9.91,1.833,29.2,50.4,4.64,577,,6
6/16/2013 12:00,,0.333,5970,69.629,0.226,0.027,9.59,2.023,32.3,55.5,4.48,610,,6
6/16/2013 20:00,,0.333,5390,54.245,0.207,0.027,9.59,1.789,32.1,55.2,4.41,612,,6
6/17/2013 04:00,,0.293,4000,53.237,0.207,0.058,9.21,1.693,32.1,53.4,4.71,602,,6
6/17/2013 10:05,,0.167,3835,53.107,0.203,0.05,9.25,1.801,32.6,54,4.91,599,,6
6/17/2013 12:00,,0.54,3934,55.028,0.193,0.062,8.87,1.527,31.5,51.2,5.04,595,,6
6/18/2013 12:00,,1,3736,52.05,0.166,0.041,7.25,1.384,30.1,51.5,4.25,599,,6
6/19/2013 12:00,,1,2732,49.399,0.149,0.013,6.85,1.285,30.6,51.6,4.2,592,,6
6/20/2013 12:00,,1,2291,34.09,0.132,0.016,7.05,1.271,30.6,51,3.82,590,,6
6/21/2013 12:00,,1,2160,28.455,0.145,0.021,7.21,1.571,30.5,50.4,3.54,586,,6
6/22/2013 12:00,,1,1792,50,0.158,0.012,6.89,1.649,30.4,48.4,4.11,573,,6
6/23/2013 12:00,,0.833,1698,46.717,0.146,0.005,6.92,1.522,30.8,48.2,4.02,573,,6
6/24/2013 04:00,,0.476,1654,34.904,0.126,0.004,7.48,1.595,30.2,46.6,3.96,566,,6
6/24/2013 10:50,,0.167,1792,41.9,0.148,0.016,7.9,1.601,31.1,48.2,4.33,569,,6
6/24/2013 12:00,,0.524,1840,25.369,0.124,0.039,7.96,1.21,31.4,51,4.13,570,,6
6/25/2013 12:00,,1,1676,48.401,0.145,0.039,8.23,1.398,31.7,50.3,4.14,589,,6
6/26/2013 12:00,,1,1566,28.602,0.117,0.034,7.49,1.235,31.1,49.8,4.14,590,,6
6/27/2013 12:00,,1,1985,37.125,0.139,0.042,7.26,1.354,31.3,48.9,4.06,580,,6
6/28/2013 12:00,,1,3120,34.696,0.125,0.017,7.25,1.653,32.5,52.1,3.13,590,,6
6/29/2013 12:00,,1,3484,40.526,0.137,0.005,6.33,1.624,36.5,55.9,2.3,604,,6
6/30/2013 12:00,,0.667,8130,52.749,0.188,0.004,5.6,1.799,36.8,58.2,3.26,585,,6
6/30/2013 20:00,,0.333,8310,47.491,0.16,0.022,4.75,1.618,39.6,59.2,3.23,605,,6
7/1/2013 04:00,,0.302,8265,63.973,0.19,0.016,4.77,1.619,36.8,56,3.1,586,,7
7/1/2013 10:30,,0.167,7596,58.874,0.174,0.027,5.27,1.491,37.3,58,3.3,585,,7
7/1/2013 12:00,,0.531,7552,59.487,0.182,0.031,5.61,1.225,34.8,53.7,3.16,569,,7
7/2/2013 12:00,,1,8404,57.851,0.185,0.033,6.57,1.201,33.4,51.1,4.09,583,,7
7/3/2013 12:00,,1,10600,74.946,0.215,0.064,5.76,1.219,30.7,47.2,5.32,546,,7
7/4/2013 12:00,,1,13000,49.723,0.208,0.083,4.81,1.166,39.2,63.3,5.69,631,,7
7/5/2013 12:00,,1,10450,48.042,0.225,0.071,7.65,1.224,26.2,42,6.37,509,,7
7/6/2013 12:00,,1,7684,48.287,0.212,0.08,9.21,1.319,26.6,39.9,6.95,520,,7
7/7/2013 12:00,,0.833,7334,55.631,0.239,0.083,8.84,1.302,21.7,34,7.02,486,,7
7/8/2013 04:00,,0.469,7119,78.75,0.255,0.075,8.49,1.395,20.5,32.3,6.84,479,,7
7/8/2013 10:30,,0.167,6738,65.138,0.25,0.097,9.26,1.419,21.3,33.6,7.61,494,,7
7/8/2013 12:00,,0.531,6170,62.5,0.23,0.105,9.23,1.258,21.1,33.5,7.47,497,,7
7/9/2013 12:00,,1,12900,98.987,0.258,0.087,9.34,1.518,20.1,31,7.79,495,,7
7/10/2013 12:00,,1,14780,112.77,0.312,0.101,8.89,1.584,16.9,26.4,8.01,449,,7
7/11/2013 12:00,,0.33,25340,172.12,0.371,0.092,7.05,1.69,14.1,22.8,7.3,411,,7
7/12/2013 12:00,,0.667,21400,121.99,0.319,0.096,6.85,1.537,12.7,21.6,7.26,394,,7
7/12/2013 20:00,,0.333,17040,105.92,0.294,0.103,6.64,1.456,13.3,23.2,7.49,408,,7
7/13/2013 04:00,,0.333,15700,76.844,0.267,0.092,6.29,1.323,14.4,24.5,7.69,418,,7
7/13/2013 12:00,,0.333,14780,88.315,0.279,0.106,5.95,1.235,15.2,25.4,7.59,419,,7
7/13/2013 20:00,,0.333,13740,73.414,0.265,0.094,5.87,1.141,15.3,26,7.63,421,,7
7/14/2013 04:00,,0.333,12900,60.961,0.253,0.102,5.74,1.271,15.4,26.4,7.63,427,,7
7/14/2013 12:00,,0.333,12200,72.481,0.271,0.102,5.8,1.245,16.1,27,7.77,431,,7
7/14/2013 20:00,,0.333,11400,57.649,0.257,0.108,5.81,1.279,16.8,27.7,7.85,432,,7
7/15/2013 04:00,,0.302,10550,46.84,0.248,0.115,5.57,1.251,17,27.7,7.9,430,,7
7/15/2013 10:30,,0.167,8498,44.52,0.256,0.122,5.43,1.108,16.9,27.6,7.96,427,,7
7/15/2013 12:00,,0.531,8265,46.892,0.254,0.13,5.49,1.08,16.7,27.8,8.69,426,,7
7/16/2013 12:00,,1,6780,49.202,0.258,0.129,4.91,1.102,16.4,28.2,8.55,419,,7
7/17/2013 12:00,,1,3453,38.938,0.259,0.15,4.58,1.219,15.4,26.7,8.48,403,,7
7/18/2013 12:00,,1,1912,36.223,0.241,0.127,4.08,1.304,15.5,26.9,8.1,405,,7
7/19/2013 12:00,,1,1840,37.296,0.245,0.119,3.53,1.47,15.4,26.7,7.73,402,,7
7/20/2013 12:00,,1,2060,36.824,0.22,0.079,2.92,1.64,16.4,28.5,6.83,406,,7
7/21/2013 12:00,,0.833,4297,61.728,0.259,0.088,3.07,1.444,16.7,29.6,7.22,418,,7
7/22/2013 04:00,,0.476,5428,47.938,0.258,0.107,3.5,1.383,16.9,27.3,8.23,428,,7
7/22/2013 10:50,,0.167,5656,41.504,0.238,0.114,3.57,1.27,18.2,28.6,8.07,438,,7
7/22/2013 12:00,,0.524,5732,46.762,0.24,0.103,3.71,-9,18.3,28.9,7.99,439,,7
7/23/2013 12:00,,1,7464,65.359,0.26,0.101,3.55,1.341,18.4,29.1,7.31,437,,7
7/24/2013 12:00,,1,6130,45.81,0.219,0.079,2.79,1.458,21.4,34.4,7.48,472,,7
7/25/2013 12:00,,1,4398,42.387,0.211,0.089,2.35,1.262,30.4,51,6.63,562,,7
7/26/2013 12:00,,1,1437,36.963,0.191,0.052,2.02,1.171,32.8,54.2,5.35,544,,7
7/27/2013 12:00,,1,1654,41.958,0.213,0.029,2.05,1.386,31.3,53.7,4.5,532,,7
7/28/2013 12:00,,0.833,1190,42.316,0.216,0.037,2.07,1.508,27.9,48.3,4.72,499,,7
7/29/2013 04:00,,0.476,1270,36.132,0.2,0.031,2.02,1.409,27.4,47.1,4.57,486,,7
7/29/2013 10:50,,0.167,1290,41.095,0.206,0.042,2.1,1.366,27.8,47.6,4.87,485,,7
7/29/2013 12:00,,0.524,1332,39.269,0.203,0.079,2.09,1.335,26.4,44.7,4.29,486,,7
7/30/2013 12:00,,1,1290,36.363,0.189,0.073,2.03,1.19,26.7,43.7,4.27,477,,7
7/31/2013 12:00,,1,2345,48.304,0.211,0.058,1.78,1.402,26.9,41.3,3.59,475,,7
8/1/2013 12:00,,1,1190,49.952,0.182,0.002,0.92,1.786,27.9,40.6,0.08,438,,8
8/2/2013 12:00,,1,1150,41.564,0.153,0.002,0.45,1.687,28.5,41.3,-0.06,395,,8
8/3/2013 12:00,,1,894.5,60.175,0.174,0.004,0.34,1.696,28.8,40.7,-0.05,388,,8
8/4/2013 12:00,,0.667,8545,79.952,0.222,0.002,0.44,1.938,30.9,44.7,-0.01,432,,8
8/4/2013 20:00,,0.333,10800,104.83,0.273,0.001,0.23,2.665,29.6,40.8,-0.04,410,,8
8/5/2013 04:00,,0.302,11250,92.05,0.267,0.001,0.26,2.043,31.7,45,-0.02,449,,8
8/5/2013 10:30,,0.167,10250,84.933,0.252,0.001,0.52,2.118,39.1,56.4,0.27,535,,8
8/5/2013 12:00,,0.531,9975,77.348,0.265,0.012,1.25,1.769,38,57.5,2.17,568,,8
8/6/2013 12:00,,1,5210,54.582,0.255,0.092,1.58,1.215,34,46.8,5.3,493,,8
8/7/2013 12:00,,1,3422,64.663,0.256,0.103,1.38,1.055,24.4,38.1,5.2,427,,8
8/8/2013 12:00,,1,1985,48.223,0.244,0.101,1.43,1.088,26.6,39.8,5.07,445,,8
8/9/2013 12:00,,1,1522,46.605,0.242,0.103,1.32,1.29,26.4,38,4.49,441,,8
8/10/2013 12:00,,1,946.8,54.028,0.231,0.061,1.14,1.31,25.9,37,4.1,439,,8
8/11/2013 12:00,,0.833,779,47.967,0.207,0.024,0.9,1.411,26,37.8,3.05,440,,8
8/12/2013 04:00,,0.469,1018.4,60.714,0.209,0.005,0.83,1.509,26.3,38.2,2.13,430,,8
8/12/2013 10:30,,0.167,1036.3,50.592,0.205,0.002,0.72,1.73,27.2,39.2,1.83,430,,8
8/12/2013 12:00,,0.531,982.6,35.986,0.175,0.062,1.31,1.157,26.3,37.9,2.95,447,,8
8/13/2013 12:00,,1,928.9,53.376,0.182,0.02,1.02,1.339,26.1,37.3,1.22,424,,8
8/14/2013 12:00,,1,489.6,54.721,0.187,0.005,0.76,1.524,26.1,37.5,0.21,396,,8
8/15/2013 12:00,,1,425.1,43.558,0.138,0.001,0.43,1.592,25.8,37.3,-0.12,375,,8
8/16/2013 12:00,,1,673,47.897,0.15,0.001,0.42,1.511,25.4,36.9,-0.09,371,,8
8/17/2013 12:00,,0.833,643.8,49.13,0.15,0,0.47,1.526,25,36,0.32,388,,8
8/18/2013 04:00,,0.833,716.8,28.543,0.12,-0.001,0.56,1.385,24.5,35.2,1.84,405,,8
8/19/2013 04:00,,0.635,531,35.436,0.132,-0.001,0.54,1.352,24.9,35.5,2.59,406,,8
8/19/2013 10:30,,0.167,503.4,25.963,0.152,0.001,0.51,1.504,25.4,36.5,2.8,417,,8
8/19/2013 12:00,,0.531,489.6,26.018,0.111,0.051,0.88,0.96,24.8,36,3.39,423,,8
8/20/2013 12:00,,1,449.7,25.283,0.112,0.051,0.77,0.971,25.3,36.2,3.11,405,,8
8/21/2013 12:00,,1,375.9,18.348,0.121,0.051,0.51,1.186,25.7,36.8,2.92,388,,8
8/22/2013 12:00,,1,531,17.382,0.1,0.026,0.18,1.099,25.6,36,2.86,378,,8
8/23/2013 12:00,,1,503.4,27.382,0.121,0.025,0.1,1.255,26.3,37,2.71,383,,8
8/24/2013 12:00,,1,425.1,25.191,0.123,0.017,0.03,1.356,26.6,36.8,2.32,373,,8
8/25/2013 12:00,,0.833,462,18.363,0.117,0.004,0.02,1.314,27.1,36.6,2.14,371,,8
8/26/2013 04:00,,0.458,412.8,30.936,0.129,0.002,0,1.278,27.2,35.9,1.89,375,,8
8/26/2013 10:00,,0.167,375.9,24.858,0.122,0.007,0.05,1.444,28.9,38.5,1.63,376,,8
8/26/2013 12:00,,0.542,375.9,16.205,0.132,0.06,0.51,0.881,29.1,38.3,1.83,380,,8
8/27/2013 12:00,,1,425.1,22.488,0.142,0.066,0.35,1.037,28.5,37.2,0.9,387,,8
8/28/2013 12:00,,1,673,43.179,0.179,0.076,0.38,1.145,28.9,37.9,0.56,396,,8
8/29/2013 12:00,,1,544.8,45.909,0.167,0.06,0.25,1.359,29.4,37.3,0.25,393,,8
8/30/2013 12:00,,1,475.8,43.697,0.144,0.031,0.1,1.263,30.6,38.9,0.14,405,,8
8/31/2013 12:00,,1,363.6,44.227,0.163,0.053,0.11,1.473,31.4,38.7,0.36,412,,8
9/1/2013 12:00,,1,328.1,46.822,0.155,0.044,0.05,1.211,32.5,40.6,0.24,422,,9
9/2/2013 12:00,,0.96,412.8,44.371,0.158,0.022,0.01,1.308,32.8,40.9,0.12,423,,9
9/3/2013 10:05,,0.5,363.6,32.931,0.157,0.018,0.01,1.363,33.7,41.5,0.18,427,,9
9/3/2013 12:00,,0.54,363.6,22.801,0.153,0.049,0.11,1.156,33,41.1,0.02,426,,9
9/4/2013 12:00,,1,363.6,27.198,0.149,0.046,0.04,1.047,33.7,42.1,0.11,431,,9
9/5/2013 12:00,,1,306.3,20.942,0.137,0.026,0,1.194,34.2,42.1,-0.07,435,,9
9/6/2013 12:00,,1,284.5,24.911,0.142,0.016,0.02,1.191,34.7,42.5,0,441,,9
9/7/2013 12:00,,1,251.8,22.584,0.131,0.013,0,1.075,35.9,43.3,-0.08,444,,9
9/8/2013 12:00,,0.833,230,29.972,0.153,0.011,0,1.139,36.5,43.8,-0.09,449,,9
9/9/2013 04:00,,0.465,182.5,29.88,0.154,0.017,0,1.121,36.8,43.4,-0.02,450,,9
9/9/2013 10:20,,0.167,262.7,45.586,0.194,0.019,0.03,1.226,37.5,44.2,0.31,441,,9
9/9/2013 12:00,,0.535,284.5,34.413,0.156,0.045,0.14,1.109,38.2,45.2,0.15,451,,9
9/10/2013 12:00,,1,328.1,20.966,0.142,0.047,0.11,1.18,39,45.3,0.12,455,,9
9/11/2013 12:00,,1,240.9,31.037,0.145,0.037,0.06,1.083,39.6,45.9,0.08,459,,9
9/12/2013 12:00,,1,262.7,19.574,0.13,0.032,0,1.079,40,45.5,0.03,462,,9
9/13/2013 12:00,,1,230,26.289,0.138,0.025,0,1.122,40.3,45.9,0.06,465,,9
9/14/2013 12:00,,1,173,24.973,0.144,0.028,0.02,1.178,41.3,46.6,0.16,471,,9
9/15/2013 12:00,,0.833,211,23.9,0.159,0.02,0.01,1.229,42.7,47.3,0.11,475,,9
9/16/2013 04:00,,0.465,295.4,19.736,0.146,0.018,0.01,1.223,43.2,48.4,0.16,484,,9
9/16/2013 10:20,,0.167,306.3,23.788,0.14,0.016,0,1.17,43.9,50.2,0.16,484,,9
9/16/2013 12:00,,0.535,317.2,24.12,0.147,0.052,0.04,1.357,43.4,48.6,0.4,487,,9
9/17/2013 12:00,,1,295.4,26.484,0.145,0.057,0.05,1.292,45.3,49.7,0.48,500,,9
9/18/2013 12:00,,1,339,28.265,0.15,0.04,0,1.36,48.3,53.4,0.57,511,,9
9/19/2013 12:00,,1,317.2,13.448,0.124,0.034,0.02,1.325,46.7,51.6,0.41,525,,9
9/20/2013 12:00,,1,306.3,25.121,0.138,0.02,0,1.337,48.7,53.9,0.52,527,,9
9/21/2013 12:00,,1,462,16.799,0.145,0.025,0,1.383,48.4,54.5,0.63,526,,9
9/22/2013 12:00,,0.667,295.4,25,0.155,0.018,0,1.623,49.2,54,0.73,530,,9
9/22/2013 20:00,,0.333,363.6,22.413,0.16,0.017,0,1.473,49.5,54.5,0.79,530,,9
9/23/2013 04:00,,0.295,503.4,24.021,0.155,0.02,0,1.492,49.1,54.1,0.77,534,,9
9/23/2013 10:10,,0.167,572.4,20.7,0.149,0.022,0.02,1.391,50.7,56.2,0.79,533,,9
9/23/2013 12:00,,0.538,586.2,10.022,0.139,0.064,0.02,1.506,50.9,56.8,0.63,532,,9
9/24/2013 12:00,,1,1210,15.234,0.147,0.056,0.02,1.525,54.4,61.2,0.26,575,,9
9/25/2013 12:00,,1,861.5,18.018,0.161,0.057,0,1.602,57.6,64,0.14,600,,9
9/26/2013 12:00,,1,629.2,20.871,0.152,0.044,0,1.627,59.1,65.1,-0.01,612,,9
9/27/2013 12:00,,1,449.7,29.411,0.149,0.026,0,1.417,60.8,66.4,-0.07,625,,9
9/28/2013 12:00,,1,400.5,21.533,0.147,0.013,0,1.311,61.9,67.6,-0.03,634,,9
9/29/2013 12:00,,0.833,437.4,34.676,0.157,0.015,0,1.614,64.7,70.7,-0.1,650,,9
